edad,incumplimiento_pagos,tiene_hipoteca,tiene_prestamo,duracion_ultima_llamada,contacos_con_cliente,dias_desde_ultimo_contacto,contactos_pre_campaña,tasa_variacion_empleo,IPC,respuesta_campaña,fecha_intereaccion,ingresos,hijos_pequeños,hijos_adolescentes,fecha_inicio_cliente,visitas_web_mes,total_hijos,nivel_educativo,estado_civil
38,,1,0,283,6,999,0,1.4,93.918,no,2016-04-02,132011,0,1,2012-10-03,16,1,Primaria,Casado
48,,1,0,417,1,999,0,1.4,93.918,no,2019-07-12,41158,1,0,2012-08-05,18,1,Formación profesional,Soltero
41,0,1,0,60,2,999,0,1.4,93.918,no,2019-12-20,24113,0,0,2012-06-21,23,0,Primaria,Casado
27,,1,0,77,1,999,0,1.4,93.918,no,2017-01-06,87873,2,1,2012-08-07,2,3,Grado Universitario,Soltero
,,1,0,72,1,999,0,1.4,93.918,no,2016-01-05,127268,1,0,2012-08-09,23,1,Grado Universitario,Soltero
27,,1,0,282,1,999,0,1.4,93.918,no,2016-10-04,35293,1,1,2012-04-12,23,2,Grado Universitario,Soltero
27,,1,0,226,1,999,0,1.4,93.918,no,2016-07-09,95800,2,1,2012-08-08,29,3,Grado Universitario,Soltero
27,,0,0,137,1,999,0,1.4,93.918,no,2016-01-06,120374,2,1,2012-06-13,13,3,Grado Universitario,Soltero
27,,1,0,261,1,999,0,1.4,93.918,no,2015-08-24,68500,1,0,2012-03-23,29,1,Grado Universitario,Soltero
37,0,1,0,661,2,999,0,1.4,93.918,no,,28664,2,0,2012-02-10,5,2,,Soltero
28,0,0,0,206,2,999,0,1.4,93.918,no,2019-07-07,64114,1,1,2012-11-03,24,2,Instituto,Soltero
35,,0,0,105,2,999,0,1.4,93.918,no,2019-01-01,42699,1,0,2012-04-16,28,1,Grado Universitario,Casado
28,0,1,0,445,2,999,0,1.4,93.918,no,2019-09-02,85050,1,2,2012-09-08,16,3,Instituto,Soltero
40,0,1,0,90,2,999,0,1.4,93.918,no,2018-01-02,117578,2,1,2012-03-11,7,3,Grado Universitario,Casado
,0,1,0,370,2,999,0,1.4,93.918,no,2018-07-20,60168,0,2,2012-01-12,24,2,Grado Universitario,Casado
41,0,1,0,242,7,999,0,1.4,93.918,no,2015-11-23,21245,1,1,2012-05-05,21,2,,Divorciado
33,0,0,1,1408,2,999,0,1.4,93.918,no,,110631,1,0,2012-07-29,19,1,Formación profesional,Soltero
26,0,1,0,514,11,999,0,1.4,93.918,no,2017-05-24,38636,0,1,2012-04-20,13,1,Instituto,Casado
26,,1,0,126,3,999,0,1.4,93.918,no,2016-05-22,102003,1,0,2012-08-01,21,1,Primaria,Soltero
24,0,,,176,4,999,0,1.4,93.918,no,2019-02-19,45995,0,1,2012-05-03,8,1,Instituto,Soltero
30,0,0,1,135,2,999,0,1.4,93.918,no,2018-04-22,114701,2,0,2012-12-15,5,2,Grado Universitario,Soltero
27,,1,0,163,2,999,0,1.4,93.918,no,2017-01-15,143618,0,1,2012-03-17,18,1,Primaria,Casado
,,1,1,483,7,999,0,1.4,93.918,no,2019-11-12,31474,1,1,2012-06-13,19,2,,Divorciado
30,0,1,0,608,3,999,0,1.4,93.918,no,2018-01-30,54158,0,0,2012-03-31,1,0,Grado Universitario,Soltero
49,,1,0,100,9,999,0,1.4,93.918,no,2017-01-06,26960,1,1,2012-03-27,32,2,Instituto,Divorciado
49,0,1,1,145,4,999,0,1.4,93.918,no,2016-06-28,149048,0,2,2012-02-18,7,2,Primaria,Casado
51,0,1,0,160,2,999,0,1.4,93.918,no,2019-11-03,159223,1,2,2012-03-27,27,3,Primaria,Casado
40,0,1,0,160,6,999,0,1.4,93.918,no,2016-09-11,171458,0,1,2012-04-23,6,1,,Divorciado
43,,1,0,261,1,999,0,1.4,93.918,no,2018-02-22,172266,1,0,2012-12-31,21,1,Grado Universitario,Casado
43,,1,0,307,1,999,0,1.4,93.918,no,,161826,0,2,2012-06-13,19,2,Grado Universitario,Casado
27,0,1,0,236,4,999,0,1.4,93.918,no,2016-06-13,151592,0,1,2012-05-04,16,1,Instituto,Soltero
,,0,0,403,7,999,0,1.4,93.918,no,2019-12-04,22776,1,1,2012-04-12,7,2,Primaria,Casado
31,0,0,1,241,9,999,0,1.4,93.918,no,2016-02-07,92808,0,2,2012-07-14,26,2,Instituto,Soltero
31,0,1,0,387,4,999,0,1.4,93.918,no,2019-11-30,148283,0,0,2012-05-23,4,0,Primaria,Casado
23,0,1,0,211,1,999,0,1.4,93.918,no,2018-06-11,179731,0,0,2012-10-08,17,0,Primaria,Soltero
25,0,1,0,598,5,999,0,1.4,93.918,yes,2018-07-20,44621,2,1,2012-11-26,32,3,,Soltero
33,0,1,0,1206,2,999,0,1.4,93.918,no,2015-11-23,94270,1,0,2012-01-06,13,1,Primaria,Casado
36,0,0,1,248,2,999,0,1.4,93.918,no,2017-12-04,71949,0,0,2012-09-23,15,0,Instituto,Soltero
58,0,0,0,139,2,999,0,1.4,93.918,no,2016-02-28,40502,1,2,2012-01-11,2,3,Primaria,Casado
29,0,1,0,181,1,999,0,1.4,93.918,no,2016-10-14,70855,0,1,2012-06-30,3,1,Grado Universitario,Casado
54,0,1,0,237,1,999,0,1.4,93.918,no,2017-07-19,176646,1,1,2012-01-27,6,2,Primaria,Divorciado
53,0,0,0,477,2,999,0,1.4,93.918,no,2019-11-16,119843,0,0,2012-05-06,11,0,Grado Universitario,Casado
41,0,1,0,312,3,999,0,1.4,93.918,no,2016-11-07,99169,1,1,2012-08-21,7,2,Instituto,Casado
48,0,1,0,727,2,999,0,1.4,93.918,no,2016-02-05,178478,0,0,2012-02-19,20,0,Primaria,Divorciado
30,0,1,0,249,21,999,0,1.4,93.918,no,2016-03-09,87070,0,0,2012-03-03,24,0,Instituto,Soltero
50,0,1,0,186,2,999,0,1.4,93.918,no,2015-09-29,112493,2,2,2012-10-29,13,4,Primaria,Casado
27,0,1,0,459,1,999,0,1.4,93.918,no,2019-11-16,82811,0,0,2012-11-22,4,0,Grado Universitario,Casado
24,0,0,0,240,10,999,0,1.4,93.918,no,2015-05-21,149091,0,1,2012-05-10,18,1,Formación profesional,Casado
37,0,0,0,107,2,999,0,1.4,93.918,no,2015-07-08,33979,2,2,2012-05-15,28,4,Formación profesional,Divorciado
27,,0,1,287,2,999,0,1.4,93.918,no,2015-07-20,115706,2,1,2012-02-21,26,3,Grado Universitario,Soltero
,0,1,0,124,2,999,0,1.4,93.918,no,2017-10-23,63019,2,0,2012-10-13,32,2,Primaria,Soltero
60,,1,0,176,7,999,0,1.4,93.918,no,2017-02-25,133597,0,0,2012-04-03,3,0,,Casado
35,0,0,0,270,2,999,0,1.4,93.918,no,2015-02-28,30296,2,2,2012-12-20,6,4,Formación profesional,Soltero
49,0,1,0,470,2,999,0,1.4,93.918,no,2015-12-03,38382,2,1,2012-10-27,17,3,Instituto,Soltero
43,,1,0,139,3,999,0,1.4,93.918,no,2017-03-02,109724,1,2,2012-02-14,9,3,,Divorciado
33,,1,0,560,2,999,0,1.4,93.918,yes,2015-09-26,116084,0,2,2012-04-16,14,2,Instituto,Soltero
37,0,0,1,96,2,999,0,1.4,93.918,no,2018-06-19,168639,2,1,2012-09-08,1,3,Instituto,Soltero
28,0,0,0,100,7,999,0,1.4,93.918,no,2018-12-25,85480,1,0,2012-09-15,20,1,Instituto,Soltero
,0,0,1,137,2,999,0,1.4,93.918,no,2016-04-27,77269,0,1,2012-07-28,23,1,Grado Universitario,Soltero
,0,1,1,55,3,999,0,1.4,93.918,no,2019-06-18,24059,0,1,2012-05-06,1,1,,Soltero
27,0,0,0,1237,7,999,0,1.4,93.918,yes,2018-06-24,141626,2,2,2012-07-18,2,4,Grado Universitario,Soltero
27,0,,,81,4,999,0,1.4,93.918,no,2018-12-05,46431,0,1,2012-09-14,22,1,,Soltero
,0,1,0,246,4,999,0,1.4,93.918,no,2016-05-23,75118,1,1,2012-06-01,26,2,Primaria,Casado
34,0,0,1,44,13,999,0,1.4,93.918,no,2018-06-15,147964,1,2,2012-08-09,25,3,,Casado
38,0,1,0,493,5,999,0,1.4,93.918,no,2017-05-03,31857,1,2,2012-04-08,27,3,Primaria,Divorciado
44,0,0,0,345,5,999,0,1.4,93.918,no,2017-04-17,154748,2,0,2012-06-14,22,2,Primaria,Casado
,0,1,0,216,2,999,0,1.4,93.918,no,2017-11-28,70944,1,2,2012-01-23,24,3,Primaria,Casado
54,0,1,0,187,4,999,0,1.4,93.918,no,2019-09-04,154633,1,1,2012-02-06,25,2,Instituto,Casado
56,,0,0,580,3,999,0,1.4,93.918,no,2019-01-28,13761,1,2,2012-01-03,21,3,Primaria,Casado
,0,0,0,191,3,999,0,1.4,93.918,no,2016-12-10,104692,0,0,2012-04-15,18,0,Instituto,Soltero
,0,0,0,184,4,999,0,1.4,93.918,no,2018-08-05,113888,2,1,2012-08-04,17,3,Primaria,Casado
57,0,0,0,443,2,999,0,1.4,93.918,no,2015-09-15,136732,2,0,2012-12-11,25,2,Grado Universitario,Casado
,,1,0,213,5,999,0,1.4,93.918,no,2018-10-27,138424,0,2,2012-11-25,20,2,,Soltero
28,0,0,0,400,8,999,0,1.4,93.918,no,2019-11-23,11527,2,1,2012-10-29,9,3,Primaria,Casado
33,0,0,1,289,3,999,0,1.4,93.918,no,2015-02-07,169294,1,1,2012-03-07,8,2,Primaria,Casado
41,,0,0,717,13,999,0,1.4,93.918,no,2015-08-16,73236,0,0,2012-02-19,14,0,,Soltero
51,,1,0,156,3,999,0,1.4,93.918,no,2015-03-16,83921,0,0,2012-08-11,14,0,Primaria,Casado
48,0,0,0,149,2,999,0,1.4,93.918,no,2016-10-28,72967,1,2,2012-07-18,13,3,Grado Universitario,Soltero
29,,1,0,89,5,999,0,1.4,93.918,no,2015-04-02,144867,2,2,2012-03-13,13,4,Primaria,Soltero
29,0,1,0,503,7,999,0,1.4,93.918,no,2015-10-11,85938,2,2,2012-04-14,29,4,Grado Universitario,Casado
24,0,0,0,62,3,999,0,1.4,93.918,no,2019-12-12,101001,1,0,2012-08-16,14,1,,Soltero
33,,1,0,282,2,999,0,1.4,93.918,no,2015-01-04,108792,1,0,2012-07-13,24,1,Instituto,Soltero
20,0,0,0,97,15,999,0,1.4,93.918,no,2015-01-20,99277,2,0,2012-07-30,8,2,Instituto,Soltero
,0,0,0,39,17,999,0,1.4,93.918,no,2015-01-16,138786,2,2,2012-08-19,30,4,,Soltero
38,0,1,0,102,5,999,0,1.4,93.918,no,2018-10-15,24876,2,0,2012-09-08,19,2,Primaria,Casado
40,0,0,0,88,2,999,0,1.4,93.918,no,2015-12-24,10161,1,2,2012-01-23,28,3,Grado Universitario,Casado
44,0,0,0,199,2,999,0,1.4,93.918,no,2017-05-28,120677,1,2,2012-07-02,23,3,Primaria,Casado
36,0,1,0,233,1,999,0,1.4,93.918,no,2019-09-02,78376,1,0,2012-09-21,32,1,Grado Universitario,Divorciado
34,,1,0,126,4,999,0,1.4,93.918,no,2019-08-18,43240,2,0,2012-04-11,23,2,Primaria,Casado
27,0,1,0,44,4,999,0,1.4,,no,2018-09-04,28696,0,1,2012-06-06,4,1,Primaria,Soltero
47,,1,0,78,10,999,0,1.4,93.918,no,2019-06-22,33178,2,2,2012-04-23,18,4,,Soltero
27,0,1,1,246,4,999,0,1.4,93.918,no,2019-10-13,46593,1,1,2012-09-10,7,2,Primaria,Soltero
46,,0,0,203,4,999,0,1.4,93.918,no,2017-02-12,127720,0,2,2012-10-07,17,2,Primaria,Casado
51,0,0,0,209,3,999,0,1.4,93.918,no,2019-01-08,127036,1,0,2012-09-29,3,1,Primaria,Casado
43,,1,0,112,2,999,0,1.4,93.918,no,2015-02-08,35523,0,1,2012-02-27,3,1,Grado Universitario,Casado
38,0,0,0,728,8,999,0,1.4,93.918,no,2018-08-10,116327,1,2,2012-07-01,6,3,Primaria,Casado
41,0,1,0,249,3,999,0,1.4,93.918,no,2019-09-23,149756,0,0,2012-12-23,10,0,Instituto,Divorciado
30,0,1,0,282,2,999,0,1.4,93.918,no,2019-03-02,171569,0,2,2012-03-28,6,2,Grado Universitario,Soltero
24,0,0,1,210,5,999,0,1.4,93.918,no,2018-12-26,46353,1,2,2012-11-12,7,3,Instituto,Soltero
26,0,1,0,1287,5,999,0,1.4,93.918,no,2019-05-25,163511,1,2,2012-08-11,15,3,Grado Universitario,Soltero
25,0,0,0,32,3,999,0,1.4,93.918,no,2016-10-23,42758,2,1,2012-07-07,3,3,Instituto,Soltero
37,0,1,0,437,2,999,0,1.4,93.918,no,2015-10-10,77053,2,2,2012-11-14,5,4,Formación profesional,Divorciado
26,0,1,0,36,2,999,0,1.4,93.918,no,2015-12-10,42114,2,0,2012-03-02,8,2,Primaria,Soltero
35,,1,1,1148,2,999,0,1.4,93.918,no,2018-02-28,178238,0,0,2012-01-19,25,0,Instituto,Soltero
36,0,1,0,864,4,999,0,1.4,93.918,yes,2019-11-08,154586,2,0,2012-11-13,8,2,Primaria,Casado
55,0,1,0,464,5,999,0,1.4,93.918,no,2015-05-21,62917,0,2,2012-06-09,20,2,Grado Universitario,Casado
53,,1,0,188,3,999,0,1.4,93.918,no,2016-11-13,136425,2,2,2012-01-06,8,4,Grado Universitario,Casado
,0,1,0,314,2,999,0,1.4,93.918,no,2015-04-19,22625,2,0,2012-07-04,21,2,Grado Universitario,Soltero
38,0,1,0,1037,8,999,0,1.4,93.918,yes,2019-11-16,154485,1,2,2012-12-27,8,3,Instituto,Casado
41,0,1,0,351,11,999,0,1.4,93.918,no,2017-12-22,128534,0,0,2012-07-23,18,0,,Divorciado
51,0,1,0,279,3,999,0,1.4,93.918,no,2015-08-06,17167,1,1,2012-06-29,15,2,Primaria,Casado
35,0,1,0,119,2,999,0,1.4,93.918,no,2019-02-12,42154,0,0,2012-09-27,23,0,Grado Universitario,Divorciado
31,0,1,0,162,3,999,0,1.4,93.918,no,2018-02-28,6402,1,0,2012-12-14,3,1,Instituto,Soltero
22,0,1,0,209,2,999,0,1.4,93.918,no,2019-10-09,81821,2,0,2012-06-06,15,2,Primaria,Casado
20,0,1,1,136,4,999,0,1.4,93.918,no,2018-01-10,6796,1,2,2012-01-31,2,3,Instituto,Soltero
57,0,0,0,624,2,999,0,1.4,93.918,no,2019-01-13,149655,0,1,2012-10-20,5,1,Formación profesional,Divorciado
52,,1,0,167,3,999,0,1.4,93.918,no,2017-08-22,68751,2,2,2012-09-02,24,4,Grado Universitario,Casado
35,0,1,0,38,1,999,0,1.4,93.918,no,2017-07-14,97466,2,1,2012-09-19,9,3,Primaria,Casado
35,0,0,1,203,1,999,0,1.4,93.918,no,2016-08-22,141814,1,0,2012-01-26,29,1,Primaria,Casado
31,0,0,0,802,11,999,0,1.4,93.918,yes,2018-02-05,163749,2,0,2012-12-15,9,2,Instituto,Soltero
,0,0,0,143,5,999,0,1.4,93.918,no,2015-12-25,153871,2,1,2012-05-09,14,3,Primaria,Casado
29,,1,0,262,1,999,0,1.4,93.918,no,2019-02-22,124604,1,2,2012-02-28,6,3,Primaria,Soltero
29,,1,0,254,1,999,0,1.4,93.918,no,2018-02-08,119099,1,2,2012-02-29,20,3,Primaria,Soltero
50,0,0,0,1226,2,999,0,1.4,93.918,no,2018-03-05,114525,0,0,2012-01-15,24,0,Grado Universitario,Casado
48,,0,0,113,2,999,0,1.4,93.918,no,2018-05-31,34693,0,1,2012-08-19,23,1,Formación profesional,Casado
29,,1,0,714,1,999,0,1.4,93.918,no,2016-06-20,21500,0,0,2012-12-09,20,0,Primaria,Soltero
32,0,1,1,282,6,999,0,1.4,93.918,no,2015-04-29,83216,1,0,2012-10-02,26,1,Primaria,Soltero
,,0,0,534,1,999,0,1.4,93.918,no,2016-11-23,23943,1,2,2012-10-06,1,3,Primaria,Soltero
,,1,1,174,9,999,0,1.4,93.918,no,2019-05-03,90594,2,1,2012-12-09,20,3,,Casado
29,,1,1,532,1,999,0,1.4,93.918,no,2017-11-29,27414,1,1,2012-10-23,1,2,Primaria,Soltero
53,,1,0,319,2,999,0,1.4,93.918,no,2017-01-29,178012,1,1,2012-01-22,1,2,,Soltero
31,,0,0,1608,13,999,0,1.4,93.918,yes,2017-01-07,39851,1,0,2012-01-17,18,1,,Casado
31,0,,,61,2,999,0,1.4,93.918,no,2017-01-01,142658,2,0,2012-09-16,11,2,Grado Universitario,Soltero
30,0,0,0,84,2,999,0,1.4,93.918,no,2019-05-29,97452,1,2,2012-08-30,19,3,Grado Universitario,Casado
27,,0,0,127,8,999,0,1.4,93.918,no,2018-12-02,147439,0,2,2012-12-31,29,2,Primaria,Soltero
59,0,1,0,85,13,999,0,1.4,93.918,no,2016-08-22,170262,1,0,2012-05-23,4,1,Primaria,Divorciado
34,0,1,0,487,5,999,0,1.4,93.918,no,2015-09-23,17422,0,0,2012-03-17,19,0,Primaria,Casado
30,0,1,0,217,2,999,0,1.4,93.918,no,2016-10-12,146603,1,2,2012-01-29,31,3,Grado Universitario,Casado
24,0,0,0,439,3,999,0,1.4,93.918,no,2016-08-20,110139,1,1,2012-07-18,31,2,Primaria,Soltero
24,0,1,0,170,2,999,0,1.4,93.918,no,2018-02-02,89937,2,0,2012-11-09,17,2,,Casado
31,0,0,0,411,2,999,0,1.4,93.918,no,2019-03-22,76772,1,0,2012-03-25,10,1,Primaria,Casado
,,0,0,71,3,999,0,1.4,93.918,no,2016-04-20,147601,0,1,2012-07-10,5,1,Primaria,Casado
21,0,1,0,285,2,999,0,1.4,93.918,no,2018-11-05,9830,1,0,2012-03-11,24,1,Primaria,Soltero
25,,1,0,442,2,999,0,1.4,93.918,no,2015-06-27,45442,2,2,2012-10-04,30,4,Primaria,Soltero
30,0,0,0,59,4,999,0,1.4,93.918,no,2017-01-19,52504,2,0,2012-12-21,1,2,,Casado
39,,0,0,100,5,999,0,1.4,93.918,no,2017-12-01,121504,1,1,2012-08-19,13,2,,Casado
59,,0,0,133,3,999,0,1.4,93.918,no,2018-02-13,37037,2,2,2012-07-12,2,4,,Casado
36,0,1,0,40,8,999,0,1.4,93.918,no,2018-10-10,169571,0,2,2012-10-03,3,2,Grado Universitario,Casado
36,0,0,0,187,4,999,0,1.4,93.918,no,2017-08-14,98149,0,2,2012-06-06,20,2,Grado Universitario,Casado
,0,0,1,70,5,999,0,1.4,93.918,no,2015-03-19,133478,2,2,2012-10-04,14,4,Grado Universitario,Casado
21,0,0,1,89,6,999,0,1.4,93.918,no,2016-02-16,96780,1,2,2012-07-29,9,3,Primaria,Casado
,0,1,0,75,10,999,0,1.4,93.918,no,2019-05-05,111159,1,0,2012-07-25,4,1,Instituto,Soltero
26,0,1,0,284,8,999,0,1.4,93.918,no,2019-01-21,125087,1,2,2012-12-22,22,3,Instituto,Soltero
28,0,1,0,221,2,999,0,1.4,93.918,no,2017-05-13,109481,1,2,2012-06-18,4,3,Instituto,Soltero
32,,1,0,97,2,999,0,1.4,93.918,no,2017-11-14,161263,2,2,2012-11-30,27,4,Primaria,Divorciado
42,,0,1,123,1,999,0,1.4,93.918,no,2015-08-09,110722,0,2,2012-02-24,18,2,Primaria,Casado
49,0,1,0,364,2,999,0,1.4,93.918,no,2017-05-14,135057,2,2,2012-01-15,30,4,Primaria,Divorciado
35,0,1,0,194,1,999,0,1.4,93.918,no,2017-07-15,19080,2,1,2012-07-15,19,3,Formación profesional,Casado
41,,0,0,92,1,999,0,1.4,93.918,no,2018-05-02,162429,0,0,2012-06-24,24,0,Primaria,Soltero
43,0,1,1,73,1,999,0,1.4,93.918,no,2015-11-02,117438,2,0,2012-07-08,23,2,Grado Universitario,Casado
27,0,1,0,164,1,999,0,1.4,93.918,no,2017-11-25,126142,2,2,2012-09-27,6,4,Instituto,Soltero
,0,0,1,92,1,999,0,1.4,93.918,no,2018-11-09,80726,0,0,2012-11-22,31,0,Grado Universitario,Casado
,0,1,0,73,1,999,0,1.4,93.918,no,2019-01-06,33538,1,2,2012-10-15,11,3,Instituto,Soltero
48,0,1,1,51,5,999,0,1.4,93.918,no,2018-06-22,74736,2,1,2012-11-01,27,3,Primaria,Casado
56,,0,1,122,1,999,0,1.4,93.918,no,2015-02-17,29511,0,0,2012-09-22,3,0,Primaria,Soltero
31,0,0,0,500,3,999,0,1.4,93.918,no,2016-10-28,117649,2,0,2012-02-28,11,2,Primaria,Casado
59,,1,0,569,1,999,0,1.4,93.918,no,2015-01-21,48612,0,2,2012-09-24,21,2,Primaria,Casado
32,0,1,0,318,1,999,0,1.4,93.918,no,2015-11-09,141996,2,2,2012-03-28,27,4,Instituto,Soltero
58,0,0,0,38,1,999,0,1.4,93.918,no,2019-10-27,111143,0,1,2012-06-05,27,1,Grado Universitario,Casado
58,0,0,1,137,1,999,0,1.4,93.918,no,2019-06-09,57152,0,1,2012-01-02,12,1,Grado Universitario,Casado
58,0,0,0,175,1,999,0,1.4,93.918,no,2019-02-22,81990,1,2,2012-08-30,5,3,Grado Universitario,Casado
32,0,1,0,181,1,999,0,1.4,93.918,no,2015-04-23,134687,1,2,2012-02-15,4,3,Grado Universitario,Casado
45,0,0,0,390,1,999,0,1.4,93.918,no,2019-01-15,76610,2,2,2012-07-03,19,4,Primaria,Casado
31,0,1,0,926,1,999,0,1.4,93.918,yes,2018-04-23,8676,0,2,2012-10-08,6,2,Instituto,Soltero
31,0,1,1,870,1,999,0,1.4,93.918,yes,2017-03-23,145163,0,1,2012-05-29,10,1,Instituto,Soltero
24,0,0,0,105,1,999,0,1.4,93.918,no,2018-05-10,139237,0,0,2012-09-27,27,0,Primaria,Soltero
24,0,1,0,411,1,999,0,1.4,93.918,no,2016-07-21,85572,1,0,2012-06-14,22,1,Primaria,Soltero
,0,1,0,226,1,999,0,1.4,93.918,no,2015-11-03,131067,0,1,2012-06-21,1,1,Primaria,Casado
23,0,0,0,141,1,999,0,1.4,93.918,no,2019-02-11,90848,1,2,2012-01-17,21,3,Formación profesional,Soltero
23,0,0,0,187,1,999,0,1.4,93.918,no,2019-11-01,158279,0,2,2012-03-17,23,2,Formación profesional,Soltero
,0,1,0,245,1,999,0,1.4,93.918,no,2017-07-14,88269,2,1,2012-05-14,19,3,Formación profesional,Soltero
23,0,0,1,190,1,999,0,1.4,93.918,no,2016-03-23,162525,1,0,2012-03-31,8,1,Formación profesional,Soltero
23,0,1,0,58,1,999,0,1.4,93.918,no,2019-08-19,55258,2,1,2012-12-03,23,3,Formación profesional,Soltero
23,0,0,0,115,1,999,0,1.4,93.918,no,2019-10-29,105857,0,2,2012-09-10,19,2,Formación profesional,Soltero
59,,0,0,177,2,999,0,1.4,93.918,no,2018-06-21,63775,0,1,2012-08-05,23,1,,Casado
23,0,1,0,429,1,999,0,1.4,93.918,no,2016-10-27,31677,1,1,2012-06-27,28,2,Formación profesional,Soltero
38,0,1,0,256,9,999,0,1.4,93.918,no,2018-01-19,62842,2,1,2012-07-25,29,3,Grado Universitario,Divorciado
34,0,1,0,271,2,999,0,1.4,93.918,no,2019-10-05,42546,1,2,2012-06-01,16,3,Instituto,Soltero
33,0,1,0,157,4,999,0,1.4,93.918,no,2018-11-29,149279,0,1,2012-01-15,9,1,Primaria,Casado
56,0,1,0,114,1,999,0,1.4,93.918,no,2015-06-05,52697,2,1,2012-08-06,25,3,Primaria,Casado
28,0,0,0,107,1,999,0,1.4,93.918,no,2017-11-16,111563,0,2,2012-10-24,28,2,Instituto,Soltero
26,0,0,0,285,3,999,0,1.4,93.918,no,2018-02-19,26423,2,1,2012-08-28,24,3,Grado Universitario,Soltero
40,,1,0,205,1,999,0,1.4,93.918,no,2015-07-30,134872,2,0,2012-01-24,6,2,Primaria,Casado
30,0,1,0,161,1,999,0,1.4,93.918,no,2019-04-08,39206,1,1,2012-11-12,30,2,Primaria,Casado
,0,1,0,40,1,999,0,1.4,93.918,no,2018-11-07,169333,2,1,2012-06-09,11,3,Grado Universitario,Soltero
30,0,0,1,237,1,999,0,1.4,93.918,no,2019-02-26,9204,0,1,2012-10-03,3,1,Instituto,Soltero
31,,1,0,106,1,999,0,1.4,93.918,no,2019-08-17,50333,0,0,2012-09-10,30,0,Primaria,Casado
31,,1,0,158,1,999,0,1.4,93.918,no,2015-09-26,56233,1,0,2012-04-27,1,1,Primaria,Casado
31,,1,0,145,1,999,0,1.4,93.918,no,2015-11-15,33567,0,2,2012-02-09,3,2,Primaria,Casado
24,0,1,0,74,1,999,0,1.4,93.918,no,2018-09-19,120051,1,1,2012-02-10,32,2,Primaria,Soltero
38,0,1,0,126,1,999,0,1.4,93.918,no,2017-02-16,52494,1,1,2012-07-07,14,2,Primaria,Casado
49,0,0,0,244,1,999,0,1.4,93.918,no,2015-09-27,41371,0,2,2012-10-06,4,2,Formación profesional,Casado
30,0,1,0,730,1,999,0,1.4,93.918,no,2018-11-22,133085,1,1,2012-04-25,30,2,Instituto,Soltero
35,0,0,0,223,1,999,0,1.4,93.918,no,2016-02-12,94533,2,1,2012-12-31,1,3,Instituto,Casado
39,,1,0,138,1,999,0,1.4,93.918,no,2015-02-28,62703,2,0,2012-12-24,23,2,Primaria,Casado
55,0,1,0,498,1,999,0,1.4,93.918,no,2015-11-29,32612,2,0,2012-04-17,2,2,Primaria,Casado
,,1,0,327,1,999,0,1.4,93.918,no,2019-06-21,114146,0,1,2012-08-09,19,1,Primaria,Casado
32,,1,0,104,1,999,0,1.4,93.918,no,2016-03-11,28084,0,1,2012-10-05,15,1,Primaria,Divorciado
31,0,1,1,376,1,999,0,1.4,93.918,no,2019-04-24,163478,0,1,2012-04-21,21,1,Instituto,Soltero
40,0,0,0,94,4,999,0,1.4,93.918,no,2015-11-23,58173,2,2,2012-08-22,6,4,Grado Universitario,Casado
50,0,1,0,137,1,999,0,1.4,93.918,no,2015-02-25,28238,0,1,2012-04-19,18,1,Primaria,Casado
31,0,1,0,379,1,999,0,1.4,93.918,no,2016-04-14,17456,1,1,2012-06-30,25,2,Instituto,Soltero
55,0,0,0,761,1,999,0,1.4,93.918,yes,2015-10-29,93733,0,0,2012-12-29,17,0,Primaria,Casado
,0,1,0,108,2,999,0,1.4,93.918,no,2016-05-08,121687,1,1,2012-02-19,17,2,Primaria,Soltero
,0,1,1,232,1,999,0,1.4,93.918,no,2019-11-19,144624,2,2,2012-10-04,28,4,Formación profesional,Divorciado
36,0,1,1,302,1,999,0,1.4,93.918,no,2015-09-12,109552,2,0,2012-08-29,5,2,Instituto,Casado
53,,0,0,184,2,999,0,1.4,93.918,no,2017-02-21,130676,1,1,2012-11-18,19,2,Grado Universitario,Casado
36,0,1,0,77,11,999,0,1.4,93.918,no,2015-04-28,121098,0,2,2012-04-08,22,2,Instituto,Casado
32,0,1,0,229,1,999,0,1.4,93.918,no,2015-09-23,110771,0,0,2012-05-11,27,0,Instituto,Soltero
39,,0,0,1176,1,999,0,1.4,93.918,yes,2019-01-28,72453,2,2,2012-04-05,27,4,Primaria,Casado
42,0,,,95,1,999,0,1.4,93.918,no,2017-11-03,145449,1,2,2012-11-13,5,3,Grado Universitario,Casado
21,0,1,0,281,1,999,0,1.4,93.918,no,2015-06-22,144397,0,1,2012-02-05,17,1,Primaria,Casado
40,0,,,145,1,999,0,1.4,93.918,no,2018-10-27,59479,0,2,2012-03-17,18,2,Grado Universitario,Divorciado
51,,0,0,104,1,999,0,1.4,93.918,no,2015-10-13,145862,0,0,2012-06-11,19,0,Primaria,Soltero
26,0,1,0,142,1,999,0,1.4,93.918,no,2017-08-27,85895,1,0,2012-01-19,15,1,,Casado
59,0,1,0,142,1,999,0,1.4,93.918,no,2019-10-02,99403,1,2,2012-02-09,14,3,Primaria,Divorciado
26,0,0,1,136,1,999,0,1.4,93.918,no,2017-05-01,52453,2,2,2012-03-22,19,4,Instituto,Soltero
25,0,1,0,105,1,999,0,1.4,93.918,no,2019-04-10,152378,0,1,2012-01-30,31,1,Grado Universitario,Soltero
